1,20,1
2,8,1
3,3,16
4,20,7
5,27,1
6,13,8
7,22,16
8,6,10
9,13,13
10,20,15
11,8,13
12,19,4
13,4,10
14,27,7
15,17,5
16,22,5
17,15,14
18,25,19
19,16,3
20,5,5
